cpu,ram,disk,network,label
17.31,39.79,60.89,249.28,0
35.78,41.58,53.23,227.04,0
79.1,67.97,52.94,126.61,1
0.23,34.04,62.0,49.68,0
27.27,36.47,23.73,139.01,0
56.48,50.64,66.46,196.85,0
38.87,85.7,98.95,127.43,1
36.52,43.75,54.25,192.61,0
42.6,42.3,52.47,108.58,0
21.46,34.69,50.29,138.54,0
93.73,29.52,46.04,4654.93,1
91.23,76.47,60.52,257.37,1
21.29,47.98,18.35,103.89,0
57.8,32.57,55.33,250.16,0
50.39,42.4,42.25,203.58,0
15.31,26.69,36.25,86.34,0
73.91,92.88,58.81,216.92,1
12.94,25.35,37.72,129.27,0
67.34,41.82,56.37,223.15,0
24.77,40.3,43.89,104.49,0
35.31,50.34,33.62,155.09,0
35.88,28.88,35.28,148.62,0
94.44,51.41,61.26,3259.48,1
29.6,100.0,54.41,183.83,1
10.27,41.46,25.49,108.98,0
18.6,30.9,96.51,134.97,1
21.93,36.81,31.77,223.38,0
52.08,49.5,42.52,269.01,0
39.76,54.65,59.0,166.43,0
18.71,30.76,28.52,96.26,0
38.85,41.21,41.68,162.78,0
32.96,22.0,31.65,183.81,0
29.15,14.95,39.14,49.84,1
40.45,28.97,66.07,118.98,0
39.52,38.5,62.59,141.51,0
13.46,29.31,39.44,126.37,0
32.84,40.34,44.09,185.39,0
37.75,43.73,41.22,157.4,0
82.65,56.64,52.05,122.38,1
31.74,27.44,25.1,145.95,0
34.0,36.36,47.56,171.06,0
41.7,76.54,47.48,191.63,0
49.32,48.51,48.71,247.43,0
22.09,43.86,40.11,87.97,0
11.07,24.4,50.69,2330.59,1
11.34,8.21,21.68,171.48,0
14.68,39.38,50.77,66.59,0
30.12,45.22,36.17,159.43,0
78.4,38.3,51.19,3129.03,1
31.35,22.67,27.8,102.57,0
36.37,31.07,48.72,207.45,0
26.3,22.38,49.84,164.27,0
32.4,27.75,71.45,190.76,0
24.99,96.66,100.0,131.36,1
31.19,34.96,41.25,102.87,0
27.94,38.07,42.06,161.22,0
9.79,29.0,49.06,139.1,0
40.69,42.92,59.15,144.65,0
24.37,46.31,38.0,161.23,0
23.41,33.88,47.21,160.69,0
55.5,58.27,92.01,261.16,1
47.9,36.94,29.39,218.36,0
37.74,55.55,49.41,133.15,0
89.24,21.48,36.42,90.37,1
22.94,22.29,31.65,153.66,0
37.12,49.72,67.66,178.42,0
27.4,41.61,73.34,39.83,0
86.79,91.71,29.5,156.49,1
17.49,23.75,47.78,113.78,0
63.48,65.86,63.94,135.82,0
32.75,24.09,58.66,145.25,0
41.15,47.53,55.51,281.27,0
19.36,53.33,50.69,139.2,0
16.54,24.13,55.17,88.45,0
37.37,30.82,27.68,83.67,0
13.28,43.64,36.74,99.37,0
37.42,29.99,3.44,176.49,0
41.78,40.18,61.38,225.88,0
38.06,43.76,35.85,191.82,0
33.77,23.93,60.8,161.38,0
42.44,53.31,74.94,221.67,0
80.17,53.27,60.73,139.86,1
26.31,53.29,37.94,185.37,0
15.33,20.24,42.17,53.41,0
28.03,42.32,40.68,79.43,0
52.87,36.81,74.85,193.31,0
76.69,66.61,72.13,715.59,1
47.67,72.52,51.5,151.77,0
38.97,44.88,63.39,155.34,0
27.45,24.52,57.97,192.06,0
29.95,42.19,27.6,43.39,0
18.47,22.29,43.57,58.05,0
29.91,29.81,56.99,157.83,0
40.69,44.83,57.96,127.33,0
30.17,37.34,74.19,142.6,0
20.68,37.71,57.5,121.4,0
7.05,31.48,35.14,167.05,0
6.42,22.31,30.25,11.68,0
1.26,94.44,85.99,72.17,1
21.54,42.07,68.77,198.66,0
91.83,83.95,95.81,8443.96,1
23.99,38.31,31.17,98.66,0
21.64,21.83,26.87,182.61,0
25.91,36.61,33.64,162.11,0
7.1,31.39,34.88,165.89,0
30.35,98.45,44.33,117.43,1
52.93,50.02,59.61,213.88,0
52.47,66.61,51.98,285.44,0
31.47,38.32,31.8,189.82,0
43.84,25.18,47.76,126.09,0
98.47,90.27,91.95,5587.83,1
33.77,20.76,33.91,138.0,0
0.0,14.25,37.51,107.45,0
45.93,49.31,50.42,147.59,0
79.66,24.47,52.04,133.48,1
19.79,17.96,43.23,70.36,0
38.67,47.91,47.51,227.01,0
7.3,13.13,60.17,117.21,0
94.77,25.37,52.7,2836.45,1
50.46,86.93,90.86,194.75,1
36.9,41.66,51.42,153.07,0
34.23,61.92,39.01,151.53,0
6.92,81.33,30.12,141.27,1
80.4,39.47,59.07,101.91,1
73.21,78.57,89.26,743.84,1
41.22,46.77,54.95,227.78,0
38.99,53.76,49.84,202.64,0
89.35,100.0,88.77,10250.24,1
26.78,30.92,35.65,102.98,0
40.83,42.81,48.36,201.97,0
29.99,54.6,49.86,247.9,0
5.76,32.3,21.22,15.53,0
31.49,38.24,37.02,92.87,0
34.38,39.54,40.92,229.5,0
38.72,38.2,16.6,95.65,0
42.77,84.58,83.72,129.47,1
30.94,48.4,73.11,205.03,0
90.51,93.33,62.88,132.47,1
52.24,31.26,33.93,203.39,0
19.6,18.17,21.55,20.82,0
39.76,22.59,49.69,112.01,0
26.48,30.09,96.73,154.38,1
42.06,36.14,97.03,175.13,1
92.29,29.54,33.88,130.42,1
30.28,49.14,42.13,186.99,0
49.85,51.38,54.72,225.3,0
35.13,51.67,58.83,164.54,0
43.14,36.31,32.55,238.47,0
92.02,36.91,48.84,176.06,1
39.02,42.79,41.75,110.79,0
44.74,47.3,56.28,213.78,0
59.04,60.65,33.93,195.21,0
25.87,37.44,90.97,190.0,1
66.93,61.36,75.32,319.97,0
40.93,64.86,53.97,159.89,0
47.07,39.83,29.25,1829.32,1
9.12,25.53,44.4,93.77,0
19.74,41.19,50.35,66.86,0
23.05,31.07,62.15,134.24,0
7.2,31.49,31.91,98.24,0
54.66,48.23,32.44,301.16,0
38.8,30.44,58.23,182.34,0
9.86,79.67,52.46,124.02,1
78.26,37.79,42.07,2878.94,1
79.77,49.53,50.1,249.44,1
36.96,54.31,52.98,133.41,0
41.93,56.05,47.34,178.61,0
86.93,57.64,66.15,2120.42,1
32.06,39.07,52.22,256.47,0
69.87,72.66,85.37,784.96,1
3.15,25.35,17.67,90.39,0
37.41,57.4,47.84,206.63,0
52.3,76.27,59.93,175.22,0
65.92,73.34,84.62,680.09,1
30.43,32.1,47.11,141.08,0
71.43,70.0,72.52,467.83,1
32.85,49.35,47.44,154.06,0
32.72,54.16,49.12,124.27,0
24.79,23.92,46.26,90.67,0
33.37,53.82,39.89,235.07,0
28.78,42.94,35.03,202.12,0
23.65,20.54,38.38,85.63,0
56.05,44.37,33.4,208.95,0
15.4,42.04,85.09,78.48,1
7.6,50.65,19.44,145.03,0
27.79,27.34,48.41,228.23,0
15.48,92.07,31.97,100.87,1
12.08,37.22,19.85,170.56,0
44.06,66.02,51.05,206.7,0
24.52,40.82,74.05,129.98,0
39.13,34.08,73.26,186.12,0
76.04,69.0,66.03,705.67,1
89.5,85.62,99.09,4104.35,1
14.26,35.06,62.81,118.48,0
89.01,35.44,35.09,1846.6,1
47.16,60.61,67.18,218.83,0
29.1,50.72,45.54,156.37,0
19.13,34.26,54.55,189.68,0
27.26,47.19,37.38,194.6,0
48.23,63.08,45.77,245.85,0
22.76,35.96,40.3,116.07,0
22.0,41.21,35.14,724.95,1
21.18,27.44,43.37,104.86,0
21.56,24.41,58.33,172.26,0
42.07,60.0,56.16,183.62,0
24.82,35.84,52.04,130.68,0
33.08,50.49,40.78,211.39,0
4.13,15.27,44.9,33.79,0
36.26,50.78,53.35,168.28,0
11.28,40.5,51.42,73.6,0
12.63,19.09,41.73,254.16,1
46.1,52.53,75.94,153.16,0
37.74,43.57,50.46,92.74,0
20.19,40.84,59.34,135.53,0
20.35,28.77,35.76,87.5,0
25.22,34.68,31.43,125.81,0
46.67,34.85,37.45,184.32,0
0.17,30.77,12.16,77.24,0
24.41,36.83,29.43,117.01,0
47.2,61.15,44.58,78.2,0
21.91,39.15,35.03,151.12,0
30.32,51.3,50.0,158.23,0
16.23,48.75,47.76,89.07,0
42.0,51.18,23.89,167.39,0
32.18,39.05,29.06,84.45,0
30.74,21.85,46.34,96.45,0
33.2,50.61,49.68,337.01,1
34.8,34.58,40.85,190.43,0
50.22,51.51,38.14,171.42,0
29.98,32.97,27.84,164.25,0
5.95,17.78,41.54,96.29,0
32.21,44.6,64.56,208.96,0
19.52,17.96,28.83,75.7,0
36.29,48.46,41.25,85.97,0
5.46,20.56,25.61,148.22,0
36.77,96.52,34.71,153.72,1
23.34,18.09,55.29,251.38,0
41.88,34.79,100.0,173.72,1
0.0,16.73,43.3,168.83,0
45.06,46.4,54.33,279.12,0
79.51,47.75,59.12,3757.5,1
27.47,48.83,37.78,164.08,0
37.57,41.49,49.28,126.31,0
80.14,65.93,78.59,522.67,1
41.55,49.46,42.87,177.04,0
40.74,28.41,27.76,172.18,0
33.9,44.1,46.19,159.26,0
26.58,25.3,45.94,158.46,0
22.04,41.38,37.86,5787.69,1
31.71,32.79,47.47,64.66,0
41.76,39.67,47.11,106.0,0
41.67,92.16,89.57,277.61,1
39.68,45.34,50.82,179.46,0
23.11,46.15,55.25,190.97,0
36.96,38.09,35.49,179.86,0
34.22,53.33,95.57,141.44,1
24.32,28.88,23.69,121.75,0
15.78,28.96,28.28,17.84,0
14.14,38.45,42.97,118.25,0
7.04,15.74,42.93,85.5,0
39.67,28.86,39.51,155.84,0
32.41,24.8,48.44,163.91,0
13.12,31.39,19.72,119.91,0
10.79,34.14,36.0,161.49,0
41.41,51.47,54.39,166.36,0
49.14,50.34,93.41,201.72,1
36.98,44.92,70.46,139.31,0
88.24,80.82,26.14,136.56,1
17.77,30.63,44.95,1979.55,1
31.34,35.52,33.98,80.43,0
27.85,34.66,31.07,98.68,0
50.98,39.8,40.1,237.53,0
57.87,75.9,77.77,713.52,1
20.91,51.44,21.84,128.87,0
34.32,41.45,22.88,175.98,0
38.32,43.34,51.67,168.32,0
23.9,33.74,35.18,228.33,0
47.56,46.23,47.47,111.8,0
27.84,44.11,38.7,124.45,0
76.49,43.21,42.56,178.26,1
42.17,51.42,69.56,6178.58,1
1.49,27.57,37.54,128.31,0
76.94,71.02,84.62,701.32,1
28.57,46.74,40.23,191.37,0
3.45,22.4,45.79,126.83,0
61.05,52.85,67.46,173.61,0
2.53,15.08,43.58,94.34,0
15.05,40.22,25.92,101.48,0
0.96,15.3,32.37,105.79,0
25.62,57.9,66.99,115.19,0
36.63,35.43,37.42,155.36,0
17.05,31.95,25.12,141.04,0
8.11,21.21,32.54,27.13,0
62.79,65.24,62.92,348.85,0
13.97,38.64,30.58,75.39,0
43.82,41.59,41.6,126.17,0
48.38,47.37,50.56,234.32,0
38.11,49.74,35.27,128.48,0
8.8,40.78,31.15,49.32,0
30.74,42.8,28.23,179.52,0
43.0,53.46,81.27,71.91,1
29.74,39.65,38.61,122.97,0
75.58,68.83,69.32,758.83,1
14.92,22.43,45.54,54.99,0
87.75,88.09,81.07,262.79,1
24.79,57.1,93.74,174.65,1
36.92,96.85,88.12,131.22,1
35.23,59.02,71.22,242.0,0
4.65,27.65,19.67,122.16,0
10.08,88.14,95.56,144.61,1
17.31,90.21,48.15,52.72,1
14.02,19.95,24.21,95.19,0
31.36,57.81,29.24,150.51,0
22.31,35.44,46.91,144.19,0
16.13,93.89,88.34,103.52,1
97.73,98.37,92.48,5553.2,1
35.01,73.78,84.51,212.17,1
91.5,15.53,47.28,2792.99,1
100.0,88.26,71.25,278.97,1
64.99,64.42,46.28,225.35,0
26.02,30.55,37.8,87.3,0
55.05,49.09,41.93,179.38,0
32.6,33.99,26.67,171.89,0
74.31,72.79,80.29,789.87,1
14.85,39.54,12.01,134.54,0
43.27,51.28,65.27,268.54,0
7.44,33.08,46.84,183.34,0
26.21,35.78,42.18,193.61,0
55.38,72.33,63.5,183.89,0
51.5,42.59,53.5,245.33,0
13.72,31.47,33.75,101.48,0
43.92,59.78,29.76,211.33,0
28.45,28.91,44.64,140.4,0
35.78,91.9,54.84,130.92,1
92.64,88.73,44.9,111.75,1
46.6,48.3,52.37,232.42,0
5.6,26.91,28.3,54.62,0
39.15,45.02,17.31,100.36,0
29.61,41.89,50.88,34.37,0
45.55,55.37,60.31,158.96,0
26.12,22.01,29.24,89.82,0
31.65,27.92,29.68,107.42,0
48.89,56.75,52.46,250.02,0
30.83,27.32,46.78,94.12,0
30.49,27.17,43.29,159.65,0
2.68,42.03,28.2,154.26,0
28.49,34.8,64.17,73.78,0
45.09,49.31,36.91,234.86,0
56.65,43.02,32.72,159.42,0
51.56,41.46,40.65,154.64,0
79.15,81.81,36.55,38.76,1
19.64,28.68,46.33,111.0,0
0.0,29.19,32.65,64.33,0
59.64,73.97,65.63,189.03,0
26.88,35.7,34.2,91.45,0
38.77,49.57,46.7,87.31,0
19.34,40.23,12.86,153.04,0
2.06,19.05,22.16,40.51,0
49.09,48.91,28.32,211.64,0
33.87,52.53,75.28,118.99,0
21.17,4.57,8.04,162.48,0
26.47,35.64,28.62,85.67,0
82.99,80.17,39.52,73.64,1
28.12,33.8,32.91,126.27,0
47.42,45.85,49.0,151.92,0
53.75,40.76,38.44,172.86,0
37.62,34.95,58.81,88.0,0
19.79,49.27,45.36,145.99,0
38.56,55.68,41.86,208.42,0
71.11,90.75,76.46,277.39,0
31.45,38.84,61.04,161.37,0
26.1,41.67,31.09,107.96,0
86.58,89.3,94.91,9623.62,1
31.94,36.77,49.2,138.2,0
38.88,55.07,44.31,139.38,0
24.36,33.98,62.27,191.02,0
22.99,37.56,58.05,174.3,0
0.0,11.44,41.46,67.27,0
61.45,85.64,97.24,154.2,1
15.51,63.29,48.38,147.92,0
32.1,51.12,46.66,166.45,0
39.91,55.88,29.34,214.56,0
1.28,21.18,61.26,10.0,0
32.23,24.22,4.77,139.71,0
90.03,11.8,38.6,2031.42,1
91.96,100.0,100.0,6849.28,1
22.68,47.24,41.63,191.77,0
28.31,25.85,54.97,89.44,0
10.83,34.34,36.73,92.81,0
88.7,90.89,97.49,7422.21,1
16.44,48.41,42.33,206.97,0
37.47,35.4,19.17,179.26,0
29.71,40.68,42.69,138.85,0
12.05,39.11,40.64,170.58,0
0.0,27.65,60.34,111.95,0
32.98,100.0,43.15,81.35,1
28.53,41.17,27.1,93.4,0
25.71,32.8,35.14,154.01,0
34.57,39.84,34.24,148.14,0
23.7,31.88,97.71,193.22,1
0.0,16.0,100.0,63.6,1
54.65,57.73,51.89,164.73,0
46.68,53.71,45.31,106.83,0
44.49,48.75,63.95,174.87,0
24.12,49.85,33.09,115.39,0
16.39,20.02,54.64,90.83,0
29.83,30.38,39.12,163.44,0
0.0,3.56,47.48,82.38,0
89.07,33.47,50.42,106.68,1
63.98,67.96,86.47,842.73,1
1.0,19.79,28.84,94.96,0
14.13,27.64,39.93,123.51,0
0.0,0.0,39.73,29.24,0
17.4,19.65,32.38,65.36,0
26.4,33.5,47.73,74.96,0
13.88,33.59,26.73,124.36,0
31.46,60.94,44.49,133.33,0
5.89,15.33,34.75,105.08,0
9.25,30.81,31.74,67.46,0
33.1,49.12,40.68,208.26,0
6.13,33.69,41.17,89.71,0
45.85,39.66,43.66,185.56,0
18.86,41.7,39.73,173.39,0
0.0,31.54,33.42,162.73,0
34.72,29.1,33.28,134.51,0
28.35,32.9,40.15,146.39,0
28.47,41.31,91.77,162.22,1
57.17,29.07,58.12,248.86,0
54.93,39.5,65.74,211.6,0
45.22,52.98,54.49,183.03,0
51.94,62.34,45.44,193.5,0
2.71,17.36,40.67,159.23,0
17.52,25.38,39.35,124.85,0
22.34,31.76,35.6,125.72,0
41.56,45.23,54.3,162.53,0
23.37,38.95,34.65,58.21,0
24.91,44.09,48.68,163.64,0
9.94,35.31,58.39,166.07,0
32.31,24.98,62.64,191.51,0
21.8,25.91,29.99,98.93,0
35.68,92.26,90.65,155.93,1
62.83,66.61,59.31,228.76,0
19.83,14.58,49.14,124.81,0
16.98,35.21,45.77,68.99,0
24.84,57.3,37.39,83.94,0
52.55,53.35,54.34,193.86,0
77.59,74.82,72.09,618.63,1
28.53,48.7,50.24,233.87,0
100.0,25.63,59.86,2366.49,1
33.81,50.15,42.85,171.4,0
19.96,43.86,50.5,141.15,0
41.19,47.54,64.05,158.01,0
22.47,20.09,37.3,106.23,0
40.79,55.64,63.13,161.82,0
91.2,83.26,57.99,217.31,1
29.27,46.86,30.79,153.53,0
23.42,11.33,48.55,17.59,0
84.64,41.35,64.11,170.36,1
12.27,25.02,47.24,83.62,0
50.55,56.57,54.87,212.4,0
93.7,96.31,90.78,7450.23,1
16.73,26.87,17.12,98.97,0
41.85,36.16,47.11,205.65,0
41.38,31.65,31.79,129.51,0
72.22,44.23,56.99,2759.23,1
16.23,29.26,26.48,137.08,0
43.74,58.44,38.7,156.08,0
63.02,53.15,77.67,207.73,0
62.56,68.63,66.42,562.61,1
63.8,40.25,52.95,240.21,0
28.01,29.43,30.25,178.18,0
99.88,88.64,100.0,5727.24,1
20.11,37.14,72.32,134.35,0
26.0,25.46,30.66,106.26,0
27.14,49.0,42.94,89.64,0
60.52,64.07,44.22,230.72,0
97.9,42.06,50.59,40.12,1
14.11,0.0,34.69,17.78,0
37.04,48.55,52.35,120.34,0
65.7,48.02,69.31,228.7,0
26.11,25.0,55.34,180.03,0
40.48,33.66,42.57,145.74,0
21.0,30.92,48.48,136.21,0
20.31,34.02,53.94,144.47,0
19.93,17.04,38.57,136.45,0
55.59,52.85,42.46,209.69,0
6.36,18.53,48.27,81.47,0
53.8,48.92,55.91,134.32,0
4.05,83.38,28.82,28.59,1
28.98,50.04,45.21,161.21,0
26.64,35.8,13.4,100.03,0
0.0,21.54,33.56,156.25,0
17.84,18.9,22.06,84.4,0
78.73,40.43,34.44,2876.83,1
27.16,47.83,55.48,111.58,0
31.91,43.7,43.83,88.68,0
54.3,71.74,38.75,269.08,0
12.21,34.6,23.55,145.77,0
40.3,41.79,54.02,155.52,0
0.22,11.9,38.38,99.74,0
39.69,42.61,25.19,280.94,0
24.58,31.04,56.98,91.06,0
23.25,47.6,62.96,201.18,0
37.45,40.97,44.95,97.17,0
34.14,45.42,53.05,186.79,0
24.16,55.74,50.6,111.91,0
69.61,69.32,79.9,466.08,1
19.81,34.83,47.31,75.41,0
22.59,38.24,38.26,79.38,0
16.69,22.92,55.5,162.96,0
33.35,46.73,50.0,141.02,0
32.92,37.59,21.59,58.35,0
27.74,38.09,33.08,188.3,0
63.9,64.65,56.08,987.94,1
48.45,32.59,51.75,193.7,0
39.85,48.62,24.67,151.28,0
41.65,41.72,83.4,237.57,1
16.35,39.52,72.58,165.72,0
37.28,36.59,23.63,264.76,0
32.55,31.9,37.95,78.21,0
57.67,78.84,60.6,257.58,0
50.63,67.73,71.67,204.56,0
26.81,24.73,36.24,160.38,0
21.66,23.78,51.08,146.51,0
35.73,41.81,56.61,163.03,0
30.2,79.36,39.85,168.97,1
27.53,36.44,41.2,186.0,0
60.93,53.32,63.54,249.41,0
28.07,35.86,44.75,138.97,0
88.77,49.27,49.35,4320.99,1
90.18,90.04,97.62,6385.5,1
10.63,34.66,42.6,119.8,0
29.88,47.54,32.93,101.29,0
26.14,25.88,32.94,175.01,0
40.71,46.37,28.66,164.27,0
52.52,51.0,38.11,231.04,0
35.08,46.25,50.35,80.75,0
37.81,48.87,62.36,202.07,0
100.0,88.87,30.28,244.88,1
44.65,56.65,52.87,182.28,0
0.0,17.95,41.89,23.23,0
50.79,46.81,54.53,163.26,0
16.08,39.12,36.77,98.13,0
27.13,94.38,39.03,190.46,1
36.84,44.71,35.5,198.75,0
94.94,93.1,93.31,6070.49,1
79.62,33.16,43.87,167.88,1
36.88,57.78,45.48,215.39,0
6.81,37.43,27.02,137.49,0
22.61,26.22,31.4,91.96,0
46.33,42.97,57.21,114.28,0
17.73,20.12,43.18,61.91,0
36.67,51.02,48.1,132.83,0
0.0,25.16,20.5,10.0,0
45.0,58.15,56.57,73.84,0
58.78,60.43,31.2,190.37,0
85.43,77.1,52.19,212.84,1
21.72,33.71,64.7,125.9,0
41.61,43.89,51.45,129.55,0
42.77,46.26,75.49,183.96,0
38.36,48.1,54.02,239.93,0
1.89,27.53,39.56,73.65,0
11.33,20.16,42.97,86.28,0
22.3,19.86,50.25,157.61,0
26.38,31.54,36.23,51.55,0
19.93,46.1,21.87,804.34,1
33.15,26.02,46.96,117.18,0
31.68,36.11,54.66,184.04,0
0.0,10.78,39.44,58.39,0
47.71,37.35,55.58,103.83,0
26.06,29.55,55.34,159.28,0
96.52,90.17,41.78,217.06,1
28.23,31.57,30.67,172.94,0
16.61,30.16,89.85,147.54,1
29.9,33.96,44.17,40.37,0
37.16,95.19,81.58,255.36,1
6.18,28.99,23.9,113.79,0
12.93,36.79,25.8,15.74,0
37.08,40.41,51.53,120.39,0
46.25,57.01,49.59,213.55,0
19.71,41.94,32.3,162.19,0
25.15,35.64,55.45,187.33,0
29.6,38.18,82.3,130.27,1
92.1,56.12,34.96,4514.17,1
89.78,19.58,38.67,199.38,1
46.15,32.13,72.53,98.46,0
21.83,89.45,53.83,91.81,1
50.73,44.39,48.07,125.57,0
27.94,17.48,54.53,121.31,0
37.05,22.68,33.99,194.88,0
25.96,26.42,37.95,66.12,0
12.51,24.42,42.21,53.2,0
39.81,54.94,49.03,130.26,0
23.94,48.07,45.66,143.25,0
51.02,70.69,48.41,193.91,0
12.67,38.13,52.81,94.53,0
8.65,36.03,62.34,90.72,0
24.88,24.81,15.23,97.86,0
21.45,34.8,33.4,689.81,1
99.68,21.61,45.42,98.05,1
34.38,42.21,53.95,168.28,0
44.9,48.43,30.58,190.59,0
19.71,33.83,24.65,91.43,0
21.59,15.46,60.08,63.16,0
27.28,32.3,38.02,139.14,0
17.73,18.54,31.95,194.45,0
22.89,40.37,45.84,79.85,0
19.36,19.32,25.29,87.39,0
19.61,49.97,46.2,81.06,0
25.77,37.78,27.98,125.71,0
1.15,27.27,29.57,133.26,0
32.84,50.37,57.07,156.87,0
10.16,20.53,64.87,133.78,0
28.18,86.51,96.42,128.03,1
28.87,47.0,57.07,147.71,0
33.53,39.78,27.28,149.63,0
11.23,26.97,51.41,1585.71,1
50.94,39.74,36.73,240.65,0
26.04,37.49,46.46,137.75,0
95.61,42.79,48.48,153.1,1
31.68,99.01,56.44,56.39,1
35.43,43.56,60.9,198.19,0
36.41,37.52,52.0,220.5,0
41.98,55.7,52.83,242.63,0
22.09,25.0,34.02,103.9,0
22.68,23.38,39.21,89.14,0
28.38,37.52,23.51,87.23,0
5.36,14.82,62.57,34.54,0
57.73,41.79,54.23,163.24,0
40.99,49.43,55.22,205.48,0
49.97,44.23,42.8,201.36,0
63.81,48.81,43.04,190.44,0
36.18,50.57,68.37,251.4,0
3.29,41.09,34.01,150.72,0
39.06,40.33,56.58,244.49,0
44.08,65.4,47.88,172.96,0
33.81,22.35,24.97,86.05,0
18.11,11.9,46.49,44.64,0
12.08,40.47,53.05,136.73,0
28.66,38.38,59.07,119.04,0
16.31,38.81,35.6,56.12,0
24.77,43.7,54.07,171.21,0
19.02,34.57,32.73,52.09,0
17.74,46.76,35.27,151.72,0
37.71,6.55,42.88,175.53,0
15.91,40.8,49.67,127.29,0
49.17,46.88,37.75,232.82,0
23.35,39.17,61.55,143.32,0
88.09,30.75,31.79,21.53,1
45.17,46.02,44.04,203.38,0
12.78,23.62,11.99,44.01,0
23.24,11.97,39.98,96.57,0
52.65,54.49,52.63,225.11,0
49.2,9.67,47.65,169.96,0
10.89,31.44,32.1,179.91,0
53.94,43.41,62.77,264.11,0
29.11,47.16,45.4,5685.66,1
38.16,47.41,50.07,190.65,0
29.23,30.51,34.66,211.43,0
61.74,37.97,47.94,110.81,0
69.93,85.98,76.36,694.77,1
37.1,28.97,54.82,128.61,0
29.42,15.92,44.22,155.47,0
35.8,53.33,56.69,219.61,0
95.51,17.42,39.01,1123.2,1
13.52,20.63,30.0,19.51,0
24.67,39.68,34.37,198.68,0
23.07,37.82,33.13,202.73,0
21.38,39.25,33.38,130.86,0
32.55,74.74,71.78,185.79,1
95.97,56.56,37.8,39.54,1
21.1,54.71,35.75,173.97,0
25.06,43.27,49.02,192.48,0
45.05,83.36,54.25,196.27,1
20.66,34.32,43.65,86.98,0
59.59,63.48,55.53,256.63,0
16.83,29.96,30.98,114.02,0
39.92,53.89,41.43,102.86,0
51.38,40.6,77.29,169.28,0
90.76,90.97,95.39,3577.88,1
15.55,18.37,50.67,101.19,0
41.86,50.77,36.37,123.46,0
45.0,54.21,52.21,168.27,0
29.34,42.0,56.54,162.1,0
34.66,49.02,53.81,134.08,0
100.0,36.49,49.39,164.16,1
46.73,55.39,65.4,146.52,0
69.09,70.24,71.44,779.77,1
21.78,13.56,10.69,78.38,0
24.25,25.61,62.34,162.16,0
18.57,40.58,33.6,200.25,0
91.03,94.4,99.27,8533.81,1
36.03,49.9,21.02,114.23,0
53.88,51.24,47.22,260.32,0
13.28,28.08,85.88,81.45,1
35.7,43.84,56.83,162.13,0
79.48,37.32,26.15,172.88,1
27.4,27.42,24.33,92.65,0
93.84,88.44,89.44,3102.92,1
26.03,41.6,53.37,121.67,0
29.25,41.86,45.46,116.06,0
51.57,64.75,52.37,175.24,0
30.85,40.25,53.02,165.44,0
36.5,61.36,58.11,202.43,0
6.7,18.54,22.77,107.98,0
35.91,42.59,57.79,209.66,0
28.08,34.91,34.77,93.92,0
41.77,50.13,71.04,123.45,0
10.92,21.07,99.06,60.07,1
95.83,21.01,47.67,2275.31,1
21.72,58.71,60.32,150.27,0
41.13,46.56,22.44,148.67,0
19.27,29.69,37.23,134.81,0
39.64,61.01,56.58,223.55,0
12.11,30.06,31.67,129.75,0
22.76,27.03,49.18,151.71,0
6.04,36.97,42.73,147.13,0
97.77,31.13,32.59,1862.95,1
99.0,34.27,53.6,119.67,1
28.11,34.01,25.23,96.62,0
16.65,46.38,31.82,134.88,0
56.55,41.64,34.63,221.77,0
79.51,78.82,75.82,632.28,1
18.03,35.4,88.81,23.19,1
52.48,23.35,54.5,127.22,0
86.42,93.05,97.94,7394.02,1
89.9,57.5,49.46,135.83,1
79.26,47.99,41.33,44.19,1
27.12,46.11,30.99,167.56,0
47.48,53.17,50.85,239.06,0
16.93,35.54,66.24,553.88,1
24.21,47.51,23.9,93.64,0
49.64,65.56,38.78,262.36,0
86.15,86.36,45.82,64.62,1
10.84,41.33,32.88,116.93,0
81.41,39.88,55.24,1497.63,1
86.84,85.79,47.0,147.98,1
55.86,53.38,55.25,254.68,0
28.38,50.83,46.97,177.08,0
27.86,40.66,48.51,181.47,0
27.65,18.58,43.93,211.11,0
7.67,19.25,34.39,39.71,0
73.39,82.89,72.63,795.14,1
52.44,13.12,36.53,177.29,0
24.17,33.96,51.28,134.62,0
30.99,53.15,36.5,228.4,0
7.43,26.21,50.68,129.9,0
50.1,55.79,51.57,161.19,0
34.89,42.38,71.59,100.77,0
14.13,23.91,44.4,45.95,0
100.0,44.74,40.73,136.82,1
20.96,44.48,38.08,113.53,0
4.94,27.82,28.72,41.73,0
21.47,21.94,59.69,149.5,0
8.24,20.05,56.02,88.16,0
11.78,32.02,39.72,94.02,0
21.08,39.79,34.1,101.66,0
78.38,99.99,52.72,191.27,1
31.73,49.09,43.96,86.6,0
15.25,95.06,19.22,118.77,1
15.22,31.52,15.25,158.16,0
20.98,44.55,54.87,217.32,0
57.47,79.06,89.75,129.71,1
31.58,55.43,77.72,231.29,0
58.2,58.04,61.73,161.14,0
41.48,51.48,52.73,161.46,0
32.25,42.69,49.04,120.36,0
26.39,32.96,42.42,179.4,0
29.92,39.4,55.28,186.2,0
0.0,22.26,60.3,180.37,0
32.15,39.92,68.26,206.89,0
42.23,40.67,37.81,1028.82,1
26.43,49.77,52.07,122.85,0
21.77,39.48,40.22,5634.96,1
